Circuito,Serie,Desde,Hasta,Localidad,Local,Habilitados,Accesible,Urb/Rur,Unnamed: 0,file
172.0,CDA,85402,86080,LAS PIEDRAS ESTE,"Liceo N° 4 ""V. Trias"", Lavalleja pasando Libertad",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
173.0,CDA,86081,86760,LAS PIEDRAS ESTE,"Liceo N° 4 ""V. Trias"", Lavalleja pasando Libertad",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
174.0,CDA,86761,87500,LAS PIEDRAS ESTE,"Liceo N° 4 ""V. Trias"", Lavalleja pasando Libertad",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
175.0,CDA,87501,88185,LAS PIEDRAS ESTE,"Liceo N° 4 ""V. Trias"", Lavalleja pasando Libertad",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
176.0,CDA,88186,88996,LAS PIEDRAS ESTE,"Escuela N° 149 ""Ansina"", Francisca Arnal y Blandengues",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
177.0,CDA,88997,89661,LAS PIEDRAS ESTE,"Escuela N° 149 ""Ansina"", Francisca Arnal y Blandengues",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
178.0,CDA,89662,90265,LAS PIEDRAS ESTE,"Escuela N° 149 ""Ansina"", Francisca Arnal y Blandengues",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
179.0,CDA,90266,90828,LAS PIEDRAS ESTE,"Escuela N° 149 ""Ansina"", Francisca Arnal y Blandengues",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
180.0,CDA,90829,91421,LAS PIEDRAS ESTE,"Escuela N° 149 ""Ansina"", Francisca Arnal y Blandengues",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
181.0,CDA,91422,91983,LAS PIEDRAS ESTE,"Escuela N° 149 ""Ansina"", Francisca Arnal y Blandengues",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
182.0,CDA,91984,92576,LAS PIEDRAS ESTE,"Escuela N° 149 ""Ansina"", Francisca Arnal y Blandengues",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
183.0,CDA,92577,93191,LAS PIEDRAS ESTE,"Escuela N° 149 ""Ansina"", Francisca Arnal y Blandengues",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
184.0,CDA,93192,93782,LAS PIEDRAS ESTE,"Escuela N° 149 ""Ansina"", Francisca Arnal y Blandengues",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
185.0,CDA,93783,94345,LAS PIEDRAS ESTE,"Escuela N° 149 ""Ansina"", Francisca Arnal y Blandengues",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
186.0,CDA,94346,94972,LAS PIEDRAS ESTE,"Hipódromo Las Piedras, Av. Artigas s/n",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
187.0,CDA,94973,95532,LAS PIEDRAS ESTE,"Hipódromo Las Piedras, Av. Artigas s/n",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
188.0,CDA,95533,96100,LAS PIEDRAS ESTE,"Hipódromo Las Piedras, Av. Artigas s/n",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
189.0,CDA,96101,96633,LAS PIEDRAS ESTE,"Hipódromo Las Piedras, Av. Artigas s/n",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
190.0,CDA,96634,97170,LAS PIEDRAS ESTE,"Escuela N° 257, Paysandú y Leyenda Patria",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
191.0,CDA,97171,97678,LAS PIEDRAS ESTE,"Escuela N° 257, Paysandú y Leyenda Patria",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
192.0,CDA,97679,98191,LAS PIEDRAS ESTE,"Escuela N° 257, Paysandú y Leyenda Patria",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
193.0,CDA,98192,98696,LAS PIEDRAS ESTE,"Escuela N° 257, Paysandú y Leyenda Patria",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
194.0,CDA,98697,99218,LAS PIEDRAS ESTE,"Escuela N° 257, Paysandú y Leyenda Patria",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
195.0,CDA,99219,99709,LAS PIEDRAS ESTE,"Escuela N° 257, Paysandú y Leyenda Patria",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
196.0,CDA,99710,100233,LAS PIEDRAS ESTE,"Escuela N° 257, Paysandú y Leyenda Patria",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
197.0,CDA,100234,100680,LAS PIEDRAS ESTE,"Escuela N° 257, Paysandú y Leyenda Patria",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
198.0,CDA,100681,101172,LAS PIEDRAS ESTE,"Escuela N° 257, Paysandú y Leyenda Patria",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
199.0,CDA,101173,101641,LAS PIEDRAS ESTE,"Escuela N° 257, Paysandú y Leyenda Patria",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
200.0,CDA,101642,102091,LAS PIEDRAS ESTE,"Escuela N° 286, Colonia esq. 18 de Mayo",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
201.0,CDA,102092,102549,LAS PIEDRAS ESTE,"Escuela N° 286, Colonia esq. 18 de Mayo",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
202.0,CDA,102550,103030,LAS PIEDRAS ESTE,"Escuela N° 286, Colonia esq. 18 de Mayo",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
203.0,CDA,103031,103497,LAS PIEDRAS ESTE,"Escuela N° 286, Colonia esq. 18 de Mayo",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
204.0,CDA,103498,103983,LAS PIEDRAS ESTE,"Escuela N° 286, Colonia esq. 18 de Mayo",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
205.0,CDA,103984,104464,LAS PIEDRAS ESTE,"Escuela N° 286, Colonia esq. 18 de Mayo",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
206.0,CDA,104465,104949,LAS PIEDRAS ESTE,"Escuela N° 286, Colonia esq. 18 de Mayo",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
207.0,CDA,104950,105424,LAS PIEDRAS ESTE,"Escuela N° 286, Colonia esq. 18 de Mayo",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
208.0,CDA,105425,105874,LAS PIEDRAS ESTE,"Escuela N° 181, German Oller y Luis de Sosa",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
209.0,CDA,105875,106318,LAS PIEDRAS ESTE,"Escuela N° 181, German Oller y Luis de Sosa",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
210.0,CDA,106319,106766,LAS PIEDRAS ESTE,"Escuela N° 181, German Oller y Luis de Sosa",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
211.0,CDA,106767,107214,LAS PIEDRAS ESTE,"Escuela N° 181, German Oller y Luis de Sosa",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
212.0,CDA,107215,107658,LAS PIEDRAS ESTE,"Escuela N° 181, German Oller y Luis de Sosa",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
213.0,CDA,107659,108091,LAS PIEDRAS ESTE,"Escuela N° 181, German Oller y Luis de Sosa",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
214.0,CDA,108092,108521,LAS PIEDRAS ESTE,"Escuela N° 181, German Oller y Luis de Sosa",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
215.0,CDA,108522,108938,LAS PIEDRAS ESTE,"Escuela N° 181, German Oller y Luis de Sosa",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
216.0,CDA,108939,109351,LAS PIEDRAS ESTE,"Escuela N° 181, German Oller y Luis de Sosa",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
217.0,CDA,109352,109763,LAS PIEDRAS ESTE,"Escuela N° 181, German Oller y Luis de Sosa",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
218.0,CDA,109764,110172,LAS PIEDRAS ESTE,"Club Juventud, Lavalleja N°584 esq. Batlle y Ordóñez",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
219.0,CDA,110173,110585,LAS PIEDRAS ESTE,"Club Juventud, Lavalleja N°584 esq. Batlle y Ordóñez",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
220.0,CDA,110586,110999,LAS PIEDRAS ESTE,"Club Juventud, Lavalleja N°584 esq. Batlle y Ordóñez",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
221.0,CDA,111000,111478,LAS PIEDRAS ESTE,"Club Juventud, Lavalleja N°584 esq. Batlle y Ordóñez",401.0,S,Urbano,,planes_circuitales\Canelones.pdf
222.0,CDB,1,3212,PROGRESO,"Escuela N° 204, Cerro Largo esq. Avda. Artigas",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
223.0,CDB,3213,4914,PROGRESO,"Escuela N° 204, Cerro Largo esq. Avda. Artigas",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
224.0,CDB,4915,6551,PROGRESO,"Escuela N° 204, Cerro Largo esq. Avda. Artigas",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
225.0,CDB,6552,7466,PROGRESO,"Escuela N° 204, Cerro Largo esq. Avda. Artigas",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
226.0,CDB,7467,8619,PROGRESO,"Escuela N° 204, Cerro Largo esq. Avda. Artigas",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
227.0,CDB,8620,9485,PROGRESO,"Escuela N° 204, Cerro Largo esq. Avda. Artigas",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
228.0,CDB,9486,10459,PROGRESO,"Escuela N° 204, Cerro Largo esq. Avda. Artigas",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
229.0,CDB,10460,11187,PROGRESO,"Escuela N° 204, Cerro Largo esq. Avda. Artigas",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
230.0,CDB,11188,11982,PROGRESO,"Escuela N° 204, Cerro Largo esq. Avda. Artigas",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
231.0,CDB,11983,12796,PROGRESO,"Escuela N° 204, Cerro Largo esq. Avda. Artigas",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
232.0,CDB,12797,14321,PROGRESO,"Escuela N° 223, Ruta 5 km 29,100 esq. D. Pumar De González",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
233.0,CDB,14322,14994,PROGRESO,"Escuela N° 223, Ruta 5 km 29,100 esq. D. Pumar De González",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
234.0,CDB,14995,15591,PROGRESO,"Escuela N° 223, Ruta 5 km 29,100 esq. D. Pumar De González",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
235.0,CDB,15592,16187,PROGRESO,"Escuela N° 223, Ruta 5 km 29,100 esq. D. Pumar De González",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
236.0,CDB,16188,16795,PROGRESO,"Escuela N° 211, D. Pumar de González",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
237.0,CDB,16796,17388,PROGRESO,"Escuela N° 211, D. Pumar de González",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
238.0,CDB,17389,17915,PROGRESO,"Escuela N° 211, D. Pumar de González",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
239.0,CDB,17916,18442,PROGRESO,"Liceo Progreso, Cerro Largo y Ruta 5 casi V. Férrea",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
240.0,CDB,18443,18967,PROGRESO,"Liceo Progreso, Cerro Largo y Ruta 5 casi V. Férrea",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
241.0,CDB,18968,19428,PROGRESO,"Liceo Progreso, Cerro Largo y Ruta 5 casi V. Férrea",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
242.0,CDB,19429,19875,PROGRESO,"Liceo Progreso, Cerro Largo y Ruta 5 casi V. Férrea",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
243.0,CDB,19876,20331,PROGRESO,"Liceo Progreso, Cerro Largo y Ruta 5 casi V. Férrea",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
244.0,CDB,20332,20794,PROGRESO,"Liceo Progreso, Cerro Largo y Ruta 5 casi V. Férrea",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
246.0,CDB,21231,21659,PROGRESO,"Escuela Agraria ""Las Camelias"", Z. de San Martín y Las Acacias",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
247.0,CDB,21660,22082,PROGRESO,"Escuela Agraria ""Las Camelias"", Z. de San Martín y Las Acacias",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
248.0,CDB,22083,22511,PROGRESO,"Escuela Agraria ""Las Camelias"", Z. de San Martín y Las Acacias",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
249.0,CDB,22512,22936,PROGRESO,"Escuela Agraria ""Las Camelias"", Z. de San Martín y Las Acacias",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
250.0,CDB,22937,23348,PROGRESO,"Espacio Cultural, Avenida Artigas y General Flores",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
251.0,CDB,23349,23756,PROGRESO,"Espacio Cultural, Avenida Artigas y General Flores",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
252.0,CDB,23757,24162,PROGRESO,"Biblioteca M.E.C., Avenida Artigas y Wilson Ferreira",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
253.0,CDB,24163,24582,PROGRESO,"Biblioteca M.E.C., Avenida Artigas y Wilson Ferreira",380.0,S,Urbano,,planes_circuitales\Canelones.pdf
254.0,CDC,1,597,EL DORADO,"Liceo 18 de Mayo, Elías Regules casi Olimar",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
255.0,CDC,598,1212,EL DORADO,"Liceo 18 de Mayo, Elías Regules casi Olimar",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
256.0,CDC,1213,1831,EL DORADO,"Liceo 18 de Mayo, Elías Regules casi Olimar",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
257.0,CDC,1832,2400,EL DORADO,"Liceo 18 de Mayo, Elías Regules casi Olimar",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
258.0,CDC,2401,3015,EL DORADO,"Liceo 18 de Mayo, Elías Regules casi Olimar",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
259.0,CDC,3016,3527,EL DORADO,"Liceo 18 de Mayo, Elías Regules casi Olimar",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
260.0,CDC,3528,4030,EL DORADO,"Liceo 18 de Mayo, Elías Regules casi Olimar",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
261.0,CDC,4031,4560,EL DORADO,"Liceo 18 de Mayo, Elías Regules casi Olimar",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
262.0,CDC,4561,5069,EL DORADO,"Liceo 18 de Mayo, Elías Regules casi Olimar",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
263.0,CDC,5070,5586,EL DORADO,"Liceo 18 de Mayo, Elías Regules casi Olimar",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
264.0,CDC,5587,6073,EL DORADO,"Liceo 18 de Mayo, Elías Regules casi Olimar",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
265.0,CDC,6074,6555,EL DORADO,"Liceo 18 de Mayo, Elías Regules casi Olimar",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
266.0,CDC,6556,7030,EL DORADO,"Liceo 18 de Mayo, Elías Regules casi Olimar",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
267.0,CDC,7031,7516,EL DORADO,"UTU El Dorado, Magallanes y Asencio",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
268.0,CDC,7517,7998,EL DORADO,"UTU El Dorado, Magallanes y Asencio",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
269.0,CDC,7999,8433,EL DORADO,"UTU El Dorado, Magallanes y Asencio",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
270.0,CDC,8434,8874,EL DORADO,"UTU El Dorado, Magallanes y Asencio",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
271.0,CDC,8875,9311,EL DORADO,"UTU El Dorado, Magallanes y Asencio",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
272.0,CDC,9312,9754,EL DORADO,"UTU El Dorado, Magallanes y Asencio",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
273.0,CDC,9755,10187,EL DORADO,"Escuela N° 166, Grecia y Veracierto",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
274.0,CDC,10188,10607,EL DORADO,"Escuela N° 166, Grecia y Veracierto",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
275.0,CDC,10608,11029,EL DORADO,"Escuela N° 166, Grecia y Veracierto",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
276.0,CDC,11030,11446,EL DORADO,"Escuela N° 166, Grecia y Veracierto",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
277.0,CDC,11447,11860,EL DORADO,"Escuela N° 166, Grecia y Veracierto",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
278.0,CDC,11861,12269,EL DORADO,"Escuela N° 166, Grecia y Veracierto",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
279.0,CDC,12270,12688,EL DORADO,"Escuela N° 278, Av. El Dorado y Millán",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
281.0,CDC,13097,13503,EL DORADO,"Escuela N° 278, Av. El Dorado y Millán",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
282.0,CDC,13504,14007,EL DORADO,"Escuela N° 278, Av. El Dorado y Millán",401.0,S,Urbano,,planes_circuitales\Canelones.pdf
283.0,CDD,1,586,EL OBELISCO,"Liceo N°3, Camino Moreira casi Libertador San Martín",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
284.0,CDD,587,1139,EL OBELISCO,"Liceo N°3, Camino Moreira casi Libertador San Martín",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
285.0,CDD,1140,1701,EL OBELISCO,"Liceo N°3, Camino Moreira casi Libertador San Martín",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
286.0,CDD,1702,2229,EL OBELISCO,"Liceo N°3, Camino Moreira casi Libertador San Martín",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
287.0,CDD,2230,2730,EL OBELISCO,"Liceo N°3, Camino Moreira casi Libertador San Martín",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
288.0,CDD,2731,3224,EL OBELISCO,"Liceo N°3, Camino Moreira casi Libertador San Martín",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
289.0,CDD,3225,3716,EL OBELISCO,"Liceo N°3, Camino Moreira casi Libertador San Martín",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
290.0,CDD,3717,4188,EL OBELISCO,"Liceo N°3, Camino Moreira casi Libertador San Martín",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
291.0,CDD,4189,4660,EL OBELISCO,"Liceo N°3, Camino Moreira casi Libertador San Martín",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
292.0,CDD,4661,5145,EL OBELISCO,"Escuela N° 189, Washington y San Luis",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
293.0,CDD,5146,5594,EL OBELISCO,"Escuela N° 189, Washington y San Luis",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
294.0,CDD,5595,6042,EL OBELISCO,"Escuela N° 189, Washington y San Luis",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
295.0,CDD,6043,6477,EL OBELISCO,"Escuela N° 189, Washington y San Luis",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
296.0,CDD,6478,6914,EL OBELISCO,"Escuela N° 189, Washington y San Luis",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
297.0,CDD,6915,7350,EL OBELISCO,"Escuela N° 189, Washington y San Luis",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
298.0,CDD,7351,7777,EL OBELISCO,"Escuela N° 189, Washington y San Luis",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
299.0,CDD,7778,8200,EL OBELISCO,"Colegio Jose Maaría Parodi, Lib. San Martín entre C. Moreira y S. Luis",410.0,N,Urbano,,planes_circuitales\Canelones.pdf
300.0,CDD,8201,8618,EL OBELISCO,"Colegio Jose Maaría Parodi, Lib. San Martín entre C. Moreira y S. Luis",410.0,N,Urbano,,planes_circuitales\Canelones.pdf
301.0,CDD,8619,9031,EL OBELISCO,"Colegio Jose Maaría Parodi, Lib. San Martín entre C. Moreira y S. Luis",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
302.0,CDD,9032,9511,EL OBELISCO,"Colegio Jose Maaría Parodi, Lib. San Martín entre C. Moreira y S. Luis",404.0,N,Urbano,,planes_circuitales\Canelones.pdf
303.0,CDE,1,410,LAS PIEDRAS OESTE,"Liceo N° 2, ""G. Cabrera"", Artigas entre 18 de Julio y Masini",390.0,S,Urbano,,planes_circuitales\Canelones.pdf
304.0,CDE,411,815,LAS PIEDRAS OESTE,"Liceo N° 2, ""G. Cabrera"", Artigas entre 18 de Julio y Masini",380.0,S,Urbano,,planes_circuitales\Canelones.pdf
305.0,CDE,816,1231,LAS PIEDRAS OESTE,"Liceo N° 2, ""G. Cabrera"", Artigas entre 18 de Julio y Masini",380.0,S,Urbano,,planes_circuitales\Canelones.pdf
306.0,CDE,1232,1638,LAS PIEDRAS OESTE,"Liceo N° 2, ""G. Cabrera"", Artigas entre 18 de Julio y Masini",380.0,S,Urbano,,planes_circuitales\Canelones.pdf
307.0,CDE,1639,2048,LAS PIEDRAS OESTE,"Liceo N° 2, ""G. Cabrera"", Artigas entre 18 de Julio y Masini",380.0,S,Urbano,,planes_circuitales\Canelones.pdf
308.0,CDE,2049,2450,LAS PIEDRAS OESTE,"Liceo N° 2, ""G. Cabrera"", Artigas entre 18 de Julio y Masini",380.0,S,Urbano,,planes_circuitales\Canelones.pdf
309.0,CDE,2451,2847,LAS PIEDRAS OESTE,"Liceo N° 2, ""G. Cabrera"", Artigas entre 18 de Julio y Masini",380.0,S,Urbano,,planes_circuitales\Canelones.pdf
310.0,CDE,2848,3240,LAS PIEDRAS OESTE,"Escuela No157, Batlle Berres y Ellauri",380.0,S,Urbano,,planes_circuitales\Canelones.pdf
311.0,CDE,3241,3630,LAS PIEDRAS OESTE,"Escuela No157, Batlle Berres y Ellauri",380.0,S,Urbano,,planes_circuitales\Canelones.pdf
312.0,CDE,3631,4023,LAS PIEDRAS OESTE,"Escuela No157, Batlle Berres y Ellauri",380.0,S,Urbano,,planes_circuitales\Canelones.pdf
313.0,CDE,4024,4411,LAS PIEDRAS OESTE,"Escuela No157, Batlle Berres y Ellauri",380.0,S,Urbano,,planes_circuitales\Canelones.pdf
314.0,CDE,4412,4808,LAS PIEDRAS OESTE,"Escuela No157, Batlle Berres y Ellauri",380.0,S,Urbano,,planes_circuitales\Canelones.pdf
316.0,CEA,1,8712,LA PAZ,"Escuela N°215, Garibaldi esq. R. Giffuni",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
317.0,CEA,8713,11629,LA PAZ,"Escuela N°215, Garibaldi esq. R. Giffuni",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
318.0,CEA,11630,13948,LA PAZ,"Escuela N°215, Garibaldi esq. R. Giffuni",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
319.0,CEA,13949,15698,LA PAZ,"Escuela N°215, Garibaldi esq. R. Giffuni",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
320.0,CEA,15699,17402,LA PAZ,"Escuela N°215, Garibaldi esq. R. Giffuni",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
321.0,CEA,17403,18280,LA PAZ,"Escuela N°215, Garibaldi esq. R. Giffuni",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
322.0,CEA,18281,19329,LA PAZ,"Escuela N° 191, Irma Nuñez esq. R. Giffuni",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
323.0,CEA,19330,20268,LA PAZ,"Escuela N° 191, Irma Nuñez esq. R. Giffuni",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
324.0,CEA,20269,21044,LA PAZ,"Escuela N° 191, Irma Nuñez esq. R. Giffuni",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
325.0,CEA,21045,21788,LA PAZ,"Escuela N° 191, Irma Nuñez esq. R. Giffuni",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
326.0,CEA,21789,22709,LA PAZ,"Escuela N° 191, Irma Nuñez esq. R. Giffuni",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
327.0,CEA,22710,23345,LA PAZ,"Escuela N° 191, Irma Nuñez esq. R. Giffuni",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
328.0,CEA,23346,24095,LA PAZ,"Liceo N° 2, Avda. Artigas N° 658",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
329.0,CEA,24096,24857,LA PAZ,"Liceo N° 2, Avda. Artigas N° 658",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
330.0,CEA,24858,25778,LA PAZ,"Liceo N° 2, Avda. Artigas N° 658",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
331.0,CEA,25779,26489,LA PAZ,"Liceo N° 2, Avda. Artigas N° 658",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
332.0,CEA,26490,27177,LA PAZ,"Liceo N° 2, Avda. Artigas N° 658",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
333.0,CEA,27178,27808,LA PAZ,"Liceo N° 2, Avda. Artigas N° 658",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
334.0,CEA,27809,28535,LA PAZ,"Liceo N° 1 ""Javier de Viana"", Ramón Alvarez esq. Tiscornia",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
335.0,CEA,28536,29082,LA PAZ,"Liceo N° 1 ""Javier de Viana"", Ramón Alvarez esq. Tiscornia",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
336.0,CEA,29083,29665,LA PAZ,"Liceo N° 1 ""Javier de Viana"", Ramón Alvarez esq. Tiscornia",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
337.0,CEA,29666,30229,LA PAZ,"Liceo N° 1 ""Javier de Viana"", Ramón Alvarez esq. Tiscornia",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
338.0,CEA,30230,30810,LA PAZ,"Liceo N° 1 ""Javier de Viana"", Ramón Alvarez esq. Tiscornia",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
339.0,CEA,30811,31425,LA PAZ,"Liceo N° 1 ""Javier de Viana"", Ramón Alvarez esq. Tiscornia",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
340.0,CEA,31426,31978,LA PAZ,"Liceo N° 1 ""Javier de Viana"", Ramón Alvarez esq. Tiscornia",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
341.0,CEA,31979,32487,LA PAZ,"Liceo N° 1 ""Javier de Viana"", Ramón Alvarez esq. Tiscornia",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
342.0,CEA,32488,33012,LA PAZ,"Liceo N° 1 ""Javier de Viana"", Ramón Alvarez esq. Tiscornia",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
343.0,CEA,33013,33533,LA PAZ,"Liceo N° 1 ""Javier de Viana"", Ramón Alvarez esq. Tiscornia",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
344.0,CEA,33534,34042,LA PAZ,"Escuela N° 107, Conrado Moller N° 208",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
345.0,CEA,34043,34507,LA PAZ,"Escuela N° 107, Conrado Moller N° 208",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
